+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|                    clk_i |                    clk_i |                                                                 apb_uart_i/UART_RXFF/iFIFOMem_reg[8][7]/D|
|                    clk_i |                    clk_i |                                                                 apb_uart_i/UART_RXFF/iFIFOMem_reg[0][2]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[38][9]/D|
|                    clk_i |                    clk_i |                                                             apb_uart_i/UART_TX/FSM_onehot_CState_reg[6]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[11][9]/D|
|                    clk_i |                    clk_i |                                                                 apb_uart_i/UART_RXFF/iFIFOMem_reg[1][9]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[10][9]/D|
|                    clk_i |                    clk_i |                                                                     apb_uart_i/UART_BG2/iCounter_reg[0]/D|
|                    clk_i |                    clk_i |                                                                                  apb_uart_i/iTSR_reg[7]/D|
|                    clk_i |                    clk_i |                                                                                  apb_uart_i/iTSR_reg[6]/D|
|                    clk_i |                    clk_i |                                                                                apb_uart_i/iBAUDOUTN_reg/D|
|                    clk_i |                    clk_i |                                                               apb_uart_i/UART_RXFF/iFIFOMem_reg[36][10]/D|
|                    clk_i |                    clk_i |                                                                 apb_uart_i/UART_RXFF/iFIFOMem_reg[3][1]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[3][10]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[44][7]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[1][10]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[36][7]/D|
|                    clk_i |                    clk_i |                                                                apb_uart_i/UART_RXFF/iFIFOMem_reg[44][3]/D|
|                    clk_i |                    clk_i |                                                                                  apb_uart_i/iTSR_reg[2]/D|
|                    clk_i |                    clk_i |                                                                                  apb_uart_i/iTSR_reg[0]/D|
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
